gene_id	symbol	difference_icle	pvalue_icle	fdr_icle	warnings	errors
98	ACYP2	-0.110173222349094	0.320554251316331	0.866219798548808		
101	ADAM8	-0.235750989670907	0.0809823492591514	0.691988808506884		
102	ADAM10	0.0176185175663969	0.859579634748506	0.983861613131326		
103	ADAR	-0.0434985623847095	0.646129654125279	0.943777757131878		
104	ADARB1	-0.0447930781253547	0.614658576415122	0.937414266390631		
105	ADARB2	-0.098975323844277	0.123688333683528	0.748232781842247		
107	ADCY1	0.0143113680105707	0.905147990756954	0.989505668299724		
108	ADCY2	0.0318721383679413	0.607972872635392	0.93563818646794		
109	ADCY3	0.0248971950678547	0.843879176418664	0.981620650265879		
111	ADCY5	-0.0292570950984198	0.853281299656082	0.983215714199554		
112	ADCY6	-0.0450502290655202	0.450783653695924	0.911278786609841		
113	ADCY7	0.0768386333183049	0.408007910240008	0.89705820722555		
114	ADCY8	-0.13292460459093	0.0818448585139539	0.692570056227754		
115	ADCY9	0.28303168287749	0.0592644949650085	0.66284435143096		
116	ADCYAP1	-0.0149736203711821	0.914918539483103	0.990767226941351		
117	ADCYAP1R1	0.203509752616987	0.432688887973435	0.904300130512016		
119	ADD2	0.0944918942028604	0.248887291149564	0.834832466805994		
120	ADD3	-0.0323796518330961	0.716825639186645	0.961361000947435		
123	PLIN2	-0.0133815310141072	0.762031822868189	0.968483930185369		
124	ADH1A	0.0247365824619782	0.536866981533371	0.928374551013441		
125	ADH1B	-0.0940238448839044	0.0377495940372765	0.621445807932465		
126	ADH1C	-0.0872972456244367	0.330853126985745	0.871178261582175		
127	ADH4	-0.185272006408758	0.24836270843225	0.834832466805994		
128	ADH5	-0.238203926649683	0.0441872052066897	0.638548663780826		
130	ADH6	-0.0555300791434189	0.326773733026467	0.871178261582175		
131	ADH7	-0.0570686933426495	0.329151232950091	0.871178261582175		
132	ADK	-0.0923495512091221	0.147753523854826	0.773935829037491		
133	ADM	0.130740478415226	0.116687858693044	0.741935806533837		
134	ADORA1	-0.0705058507180761	0.314950439064075	0.864837451955993		
135	ADORA2A	-0.142977817438265	0.184508943173709	0.790075256998843		
136	ADORA2B	0.163897262453207	0.196940039607711	0.800898349144666		
140	ADORA3	0.039804010763552	0.356739307697425	0.881018501596914		
141	ADPRH	0.0300877699002871	0.592134629814582	0.93306857459428		
142	PARP1	-0.0595438187298951	0.436086033516509	0.906515849760919		
143	PARP4	-0.0629255561436617	0.0793956564130299	0.691115317685472		
146	ADRA1D	-0.0713086732943293	0.529436373862526	0.928374551013441		
147	ADRA1B	-0.0827203947045895	0.401270142261013	0.895169289588016		
148	ADRA1A	-0.0363988166105416	0.588249563688095	0.93306857459428		
150	ADRA2A	0.184894936451614	0.107828681639147	0.72977525607277		
151	ADRA2B	-0.0646720481439366	0.0855791725044984	0.698982817264306		
152	ADRA2C	-0.109680619224209	0.338844006402993	0.875061107020461		
153	ADRB1	0.0209341077366868	0.842482829000431	0.981362988133405		
154	ADRB2	0.000774990731370848	0.992447866465059	0.999840118555752		
155	ADRB3	-0.0822285937087695	0.322561137709951	0.867078592559514		
156	ADRBK1	0.0140264190828045	0.868197001094745	0.984425440320259		
157	ADRBK2	-0.0422834665568137	0.625373343717969	0.938920533377401		
158	ADSL	-0.0747705011003149	0.68767351864778	0.953807055525594		
159	ADSS	0.0597861413445745	0.320487521478702	0.866219798548808		
160	AP2A1	0.0621294016212212	0.223878722580993	0.823583482779669		
161	AP2A2	-0.0504790228535719	0.707338391827298	0.95781343184557		
162	AP1B1	0.258249157870472	0.0696864107704638	0.674352894977609		
163	AP2B1	0.0806597894245382	0.384412110328641	0.890306446050145		
165	AEBP1	-0.0568695018523688	0.711029831963736	0.959662347599269		
166	AES	0.0279830941192331	0.832264512170928	0.981362988133405		
167	CRISP1	-0.114247730094217	0.227006787224428	0.825242033886519		
173	AFM	-0.0499480388808401	0.439816624903502	0.907888596055002		
174	AFP	0.0964071861392698	0.566737448889062	0.930111453389398		
175	AGA	-0.0230324635083549	0.772004352073384	0.970836875717688		
177	AGER	-0.115929511242988	0.112608658229873	0.735903077074545		
178	AGL	0.0314815235579679	0.659215105420795	0.944300155873608		
182	JAG1	-0.00297702484358997	0.915722278817248	0.99086088055374		
185	AGTR1	-0.0302692700348337	0.665066255396985	0.946789015366539		
186	AGTR2	-0.0313498453482399	0.660995191004841	0.945287297427311		
187	APLNR	-0.119165634255919	0.0977037133522643	0.712513088554481		
189	AGXT	-0.00692321308925924	0.948166226746681	0.996342051503294		
190	NR0B1	-0.0576411036294261	0.645251835847266	0.943777757131878		
191	AHCY	0.110906191285575	0.383648845744261	0.890306446050145		
196	AHR	-0.127666628539048	0.332565252942843	0.871178261582175		
197	AHSG	-0.129641793304959	0.0284115805773924	0.589128856667438		
199	AIF1	-0.0298391415473841	0.654818436874165	0.944300155873608		
202	AIM1	0.072386650027787	0.464914710961043	0.914511628663675		
203	AK1	-0.00557924125436874	0.870733698579376	0.984425440320259		
204	AK2	-0.0729218738577162	0.488195473077888	0.91956169998136		
205	AK4	0.0227464689623166	0.728283789873317	0.963109658772368		
207	AKT1	0.0647443407486919	0.390218717776352	0.8920342850454		
208	AKT2	0.0884133204396919	0.0430903606418613	0.638548663780826		
210	ALAD	0.0589818035928246	0.609816918762555	0.935850077696386		
211	ALAS1	0.028037443602178	0.620819368859335	0.938820755913147		
212	ALAS2	-0.0309193112356255	0.569489057056778	0.930359157327798		
213	ALB	0.0153697419574881	0.851381389229915	0.982824457780222		
214	ALCAM	-0.0520891239779158	0.616576575657735	0.937659814106797		
215	ABCD1	-0.071349753791333	0.262993236962269	0.843168623584044		
216	ALDH1A1	0.0977205278512218	0.244083771263481	0.831474044159069		
217	ALDH2	-0.145251018394789	0.347878716402554	0.87837344471174		
218	ALDH3A1	0.043970549740181	0.236731113224756	0.830464196918736		
219	ALDH1B1	0.0410801846452607	0.786769459565045	0.974400983127629		
220	ALDH1A3	0.057083525547219	0.590817785821367	0.93306857459428		
221	ALDH3B1	-0.121990683977943	0.183158742279422	0.790075256998843		
222	ALDH3B2	0.0195119349905529	0.7801390554337	0.97246723113596		
223	ALDH9A1	-0.146231494581214	0.00696366485039446	0.462943257357325		
224	ALDH3A2	0.0353637751065345	0.614017542375685	0.937273560908268		
225	ABCD2	0.0574353375769896	0.409166616739029	0.897804194473837		
226	ALDOA	0.0111038778629269	0.908665064415683	0.989988043816963		
229	ALDOB	0.0036055601088281	0.946172637302012	0.996342051503294		
230	ALDOC	-0.137504518347346	0.388739132999859	0.891087368361022		
231	AKR1B1	-0.0927977107561614	0.243421092133417	0.831474044159069		
239	ALOX12	0.071442969651148	0.4217554427346	0.900036714646036		
240	ALOX5	-0.0104590059377902	0.820843208212289	0.979643476111129		
241	ALOX5AP	0.11219659498307	0.144836821339096	0.771411254460212		
244	ANXA8L2	-0.000149670324056143	0.998479979186332	0.999840118555752		
246	ALOX15	0.0394654046456821	0.645767448186725	0.943777757131878		
247	ALOX15B	0.0357308448073856	0.714411225480788	0.96085439657889		
248	ALPI	-0.133100943334838	0.351509050335304	0.879316328318536		
250	ALPP	-0.0552879832842073	0.578028563465269	0.930405059422556		
251	ALPPL2	0.054899632773007	0.296747863011091	0.854845354017413		
257	ALX3	-0.0351633403829705	0.632166600078134	0.940780661659791		
259	AMBP	0.0406785904839433	0.701960914847474	0.957521804411859		
262	AMD1	0.0366208887657474	0.59847651583334	0.93391281316537		
265	AMELX	-0.0947502056732742	0.104273729740573	0.721124516306148		
267	AMFR	-0.0093919205396664	0.894954789652062	0.988473053065965		
268	AMH	-0.0347562559080945	0.658596929616348	0.944300155873608		
269	AMHR2	-0.029516047464285	0.459904390597437	0.913612695843074		
270	AMPD1	-0.0561218213529674	0.55438700835104	0.929561934857979		
271	AMPD2	-0.150376452128338	0.139579491304526	0.766871941226325		
272	AMPD3	-0.00395977085043468	0.979869470768339	0.99844318086786		
273	AMPH	0.197284642820233	0.377181929737735	0.885471385601336		
274	BIN1	0.0302793326407719	0.601388073444396	0.934580636271248		
279	AMY2A	0.0293094572772209	0.598650124329785	0.933924627343543		
283	ANG	-0.152087105035212	0.400868846664093	0.895169289588016		
284	ANGPT1	-0.0328810369442346	0.497220875297152	0.92100387459361		
285	ANGPT2	0.0493797800739075	0.406185293802685	0.896532883376348		
286	ANK1	-0.0742151726302673	0.598144457060433	0.93391281316537		
287	ANK2	0.0870129077951369	0.184238461609155	0.790075256998843		
288	ANK3	0.033684327250294	0.648048354977388	0.943923111386382		
290	ANPEP	-0.184761240323608	0.0215511589929253	0.5673338246494		
291	SLC25A4	0.0303130684145027	0.637907023271512	0.941391767237458		
292	SLC25A5	-0.172179121741424	0.00523862366154433	0.441611182294226		
293	SLC25A6	0.337345631576219	0.0170467367974524	0.55065445839139		
301	ANXA1	-0.205828353862858	0.037972068533638	0.622194306711951		
302	ANXA2	0.124366800187397	0.0591909426035931	0.66284435143096		
306	ANXA3	0.0719774602367752	0.0705353962255528	0.674352894977609		
307	ANXA4	-0.0480193438137366	0.60360277533681	0.934799720730912		
308	ANXA5	-0.00413698117786318	0.96785329375637	0.99723312459701		
309	ANXA6	-0.0303075985554621	0.798709589452158	0.976960584728657		
310	ANXA7	0.108921602831975	0.332086769101008	0.871178261582175		
311	ANXA11	0.0199034444306537	0.742533012653167	0.965342985152687		
312	ANXA13	0.0455187842038664	0.303767235645025	0.857763714040834		
313	AOAH	0.0368001821176494	0.455997312417328	0.913565411640556		
314	AOC2	-0.0700009114668251	0.395367499040568	0.894164747193662		
316	AOX1	0.0315834669919969	0.726147206629173	0.963109658772368		
317	APAF1	0.158425950885595	0.247541645800359	0.834772995109727		
318	NUDT2	0.149455948590853	0.28893206434015	0.85060689104374		
319	APOF	0.0136202895611818	0.820835212505936	0.979643476111129		
320	APBA1	0.0345197493785839	0.537660727845842	0.928374551013441		
321	APBA2	-0.0402228756343037	0.582274197342808	0.93234336238882		
323	APBB2	-0.033086804599921	0.837766203193672	0.981362988133405		
324	APC	0.00868803540682971	0.846086293374846	0.982347600522308		
325	APCS	-0.301440608683012	0.0049348314468099	0.441611182294226		
326	AIRE	-0.0520913193064478	0.749344218835937	0.966874592103482		
327	APEH	-0.0138680190088716	0.778375586724032	0.97246723113596		
328	APEX1	-0.0781577952604879	0.416514692857209	0.89915701683385		
329	BIRC2	-0.33356460200744	0.00420309905802963	0.420143276888779		
330	BIRC3	-0.0200940543386225	0.606461969807179	0.93498060214591		
331	XIAP	-0.111526999789401	0.399341113919216	0.894924158149375		
332	BIRC5	0.039192749865448	0.601003884662758	0.934580636271248		
333	APLP1	-0.0453625618891891	0.216016153360028	0.814538594973156		
334	APLP2	0.0783336824614073	0.540845199182033	0.928374551013441		
335	APOA1	-0.129816301524719	0.249605763848609	0.834832466805994		
336	APOA2	0.0259058434640234	0.658204208247908	0.944300155873608		
338	APOB	-0.118774127497662	0.123285024171542	0.748232781842247		
339	APOBEC1	-0.177841346606382	0.0509601194776174	0.655690822186901		
343	AQP8	-0.0171807237149635	0.877486947727106	0.984766806794241		
344	APOC2	0.0327248086253454	0.604423332144146	0.934799720730912		
345	APOC3	-0.172039866454479	0.00781114217006017	0.462943257357325		
347	APOD	-0.00291442744896809	0.972160582344017	0.997468791590167		
350	APOH	0.0135322752913757	0.725203266639383	0.963109658772368		
351	APP	-0.093896092735726	0.422712183933124	0.90005066049941		
353	APRT	0.0918783872648184	0.542656955001916	0.928374551013441		
354	KLK3	-0.0195703025502821	0.876746099636695	0.984761329449858		
356	FASLG	-0.0470658020349537	0.571380469116744	0.930359157327798		
358	AQP1	0.064645070866767	0.593237996554746	0.933190483687676		
359	AQP2	-0.0191619074831868	0.789848066533509	0.974400983127629		
360	AQP3	-0.101362140470097	0.0808573787575895	0.691988808506884		
361	AQP4	-0.0804742325081738	0.106451209154109	0.72728493081634		
362	AQP5	-0.204741493238512	0.179790816759322	0.789587181756493		
363	AQP6	-0.0402459977593941	0.611109507496915	0.936082311200188		
364	AQP7	-0.183981995015222	0.0270981007107046	0.589128856667438		
366	AQP9	-0.169501312703479	0.188540666396243	0.792144797978432		
367	AR	-0.092669545221378	0.285207758577289	0.85060689104374		
368	ABCC6	0.00365798814228949	0.967432651403528	0.99723312459701		
369	ARAF	-0.11077176217729	0.366546236146481	0.884998641754011		
372	ARCN1	-0.0128328297049052	0.96508519701866	0.997163557571197		
373	TRIM23	-0.0352202754319468	0.632208942288052	0.940780661659791		
374	AREG	-0.0248838479270328	0.661344879394816	0.945385428551321		
377	ARF3	0.0237026119234033	0.737561819224604	0.964142004826499		
378	ARF4	0.150299878325866	0.311150366723122	0.861880850428211		
379	ARL4D	0.0871652422155788	0.310952985984774	0.861880850428211		
381	ARF5	0.0948811562625214	0.211850731982025	0.812017219776503		
382	ARF6	0.0675505293468537	0.1320022972215	0.760476480247096		
383	ARG1	-0.161924963590066	0.131823550315162	0.760476480247096		
384	ARG2	0.182646533380049	0.0710690944378562	0.674352894977609		
387	RHOA	0.0614726135845303	0.449378882343998	0.911054847846432		
388	RHOB	0.321873855116429	0.0970360682890358	0.712506038074635		
389	RHOC	-0.00974919088006265	0.845790745026873	0.982347600522308		
390	RND3	0.0717313570433811	0.39728113373334	0.894164747193662		
391	RHOG	0.111125746392793	0.348703663445225	0.87837344471174		
392	ARHGAP1	-0.117695875722882	0.152267287233449	0.776973439430931		
393	ARHGAP4	-0.040641999078838	0.703215145771686	0.957543925608316		
395	ARHGAP6	0.0228526876434855	0.731113756658928	0.963109658772368		
397	ARHGDIB	0.0223228723219703	0.551935896533997	0.929228279522921		
398	ARHGDIG	-0.0278530113652014	0.722807670378136	0.962045449053035		
399	RHOH	-0.0685446800485863	0.48773288943591	0.919464288570804		
400	ARL1	-0.0281626660716967	0.820137303577996	0.979643476111129		
401	PHOX2A	-0.0855312796625939	0.204334240868154	0.805361884295236		
402	ARL2	-0.20479707459627	0.0510417291538948	0.655690822186901		
403	ARL3	0.0789977116488661	0.297824282426598	0.854845354017413		
406	ARNTL	-0.0577765809735651	0.483890270957462	0.918557745587947		
407	ARR3	0.0195986880606279	0.739932764540668	0.964746413161825		
408	ARRB1	0.0675168964597447	0.399632953554829	0.894924158149375		
410	ARSA	-0.166485461064045	0.0160372769833726	0.548106343110728		
411	ARSB	0.0685037440353138	0.26870642197541	0.845014004205335		
412	STS	0.104820554594792	0.384298722483146	0.890306446050145		
414	ARSD	-0.0693978516271086	0.247470853805506	0.834725366740347		
416	ARSF	-0.0364454769108212	0.483190511425583	0.918287165047014		
420	ART4	-0.020853236834316	0.767957360229533	0.970488324998372		
421	ARVCF	-0.0477012628724551	0.60051466049887	0.934580636271248		
427	ASAH1	0.0499090133795817	0.505160194666	0.921617692549642		
429	ASCL1	-0.0954552501150784	0.282492267012575	0.849833657645353		
430	ASCL2	0.0499667393133307	0.639366027733868	0.94197455376274		
432	ASGR1	-0.12729774171786	0.498219792441593	0.92100387459361		
433	ASGR2	-0.33669348437776	0.114916661814036	0.740186354596819		
434	ASIP	0.0405171213186696	0.427670411821164	0.902389696865419		
435	ASL	0.0961756697773618	0.24032111728723	0.830464196918736		
439	ASNA1	-0.110950163321514	0.11592283922253	0.741339474343491		
440	ASNS	-0.153851268346803	0.163076412380816	0.786200157543876		
443	ASPA	-0.00973018558297109	0.777823053315307	0.97246723113596		
444	ASPH	-0.0348838551435418	0.753354390100088	0.96700600305132		
445	ASS1	0.00501487780164582	0.963454449122236	0.997163557571197		
462	SERPINC1	-0.0616535985824975	0.704188601402497	0.957543925608316		
463	ZFHX3	0.230312727227794	0.0641245426546356	0.6721195093179		
466	ATF1	0.103558052394327	0.338434223851627	0.874707785028289		
467	ATF3	0.114655749569005	0.377638743557471	0.885616421300266		
468	ATF4	0.0700384622619882	0.658502161750041	0.944300155873608		
471	ATIC	-0.0715346208427065	0.488477768953303	0.91956169998136		
472	ATM	0.0333766494218841	0.615362935542194	0.937459513965924		
473	RERE	-0.0702423265908299	0.349892378292802	0.879207562649774		
474	ATOH1	-0.043192588380918	0.341123849773385	0.877533060978338		
475	ATOX1	-0.167217677063185	0.0489352189101911	0.654521538279924		
476	ATP1A1	0.219455617384594	0.221919360356388	0.821604507390127		
477	ATP1A2	0.107664137280242	0.115426418808966	0.740983031574866		
478	ATP1A3	-0.0338324967500254	0.799781900260084	0.97741093801169		
479	ATP12A	-0.14078889235618	0.0217074196534858	0.5673338246494		
480	ATP1A4	0.0186886493701339	0.82686371215345	0.980086817845515		
481	ATP1B1	0.0662548181868441	0.193865099318744	0.797340125664853		
482	ATP1B2	-0.240669094472918	0.00226331398935569	0.349859431977191		
483	ATP1B3	-0.054786693663539	0.313341020497176	0.864004723310258		
486	FXYD2	-0.0324081806735286	0.810879110155469	0.979118156376574		
491	ATP2B2	0.119153428077346	0.221837431707265	0.821604507390127		
492	ATP2B3	-0.024709372922647	0.77359374292581	0.971112649846359		
493	ATP2B4	-0.0686870120369254	0.434817280910437	0.905920586677614		
495	ATP4A	-0.0843295961708655	0.0917828172150446	0.709038644662179		
496	ATP4B	-0.0919130637080402	0.125568373331908	0.752184684497357		
498	ATP5A1	-0.0803461994324187	0.532137526186093	0.928374551013441		
501	ALDH7A1	-0.100670720933202	0.397910395820798	0.894164747193662		
506	ATP5B	0.0490613698617149	0.580207861016056	0.931229882339326		
514	ATP5E	-0.0194341999397691	0.737843925559075	0.964142004826499		
515	ATP5F1	0.0174578828767726	0.656207969365479	0.944300155873608		
516	ATP5G1	-0.04364532980508	0.66662354039534	0.947431197004389		
518	ATP5G3	-0.0433101105420893	0.574785211982146	0.930405059422556		
523	ATP6V1A	0.00655152014906331	0.920736284288449	0.991599163703441		
525	ATP6V1B1	-0.254704689507188	0.00771654624528651	0.462943257357325		
526	ATP6V1B2	0.018593266556039	0.818641695589689	0.979643476111129		
527	ATP6V0C	-0.0397937635337989	0.805767650664733	0.97816607924665		
529	ATP6V1E1	-0.0515965577789779	0.574496619786952	0.930405059422556		
533	ATP6V0B	0.0446583067799899	0.548123623948923	0.928374551013441		
534	ATP6V1G2	-0.000787206335325527	0.988926303878559	0.999144264750926		
535	ATP6V0A1	0.00907363531712476	0.738007421391052	0.964142004826499		
537	ATP6AP1	0.0238807663516979	0.768053273752706	0.970509499780684		
538	ATP7A	-0.0734821233029826	0.214249520040545	0.813982610895		
539	ATP5O	0.0302015753000079	0.566460566921191	0.930111453389398		
540	ATP7B	-0.0561083526748886	0.317422588833328	0.864865878417408		
545	ATR	-0.116111291178897	0.116489924610344	0.741769827536538		
546	ATRX	0.0651519198355806	0.537594809484773	0.928374551013441		
547	KIF1A	0.00744681372910898	0.91592676487214	0.990877074818975		
549	AUH	0.0229827206499069	0.872972502193886	0.984675383063111		
550	AUP1	-0.0504622238708208	0.388335040688545	0.891087368361022		
552	AVPR1A	-0.0140156677836821	0.851643999503102	0.982824457780222		
553	AVPR1B	0.167704494878115	0.130427558335216	0.757869007604629		
554	AVPR2	-0.227125855799934	0.0550266594144346	0.658943571967574		
558	AXL	-0.0142522479394624	0.838531227569202	0.981362988133405		
563	AZGP1	0.102813159268283	0.0488303680275603	0.654521538279924		
566	AZU1	-0.0780474795924231	0.375778226032665	0.884998641754011		
567	B2M	0.215147293591809	0.207588014683699	0.807736165276204		
570	BAAT	0.0640463755810383	0.445010140228799	0.909436396554296		
571	BACH1	-0.0592466048982017	0.388999697649612	0.891268555977413		
572	BAD	-0.0151556718822993	0.83059093347984	0.981301942926868		
573	BAG1	-0.0178295851230987	0.795385324417639	0.97592884870236		
575	BAI1	-0.0909932828250592	0.359446476306492	0.881735460516862		
576	BAI2	-0.152957462703086	0.311252693278632	0.861880850428211		
577	BAI3	0.0145716664160945	0.857296173110544	0.983861613131326		
578	BAK1	-0.108705350407087	0.158162111475567	0.781525629666252		
579	NKX3-2	0.0562144795231155	0.524592164429936	0.928374551013441		
580	BARD1	-0.0856334669194768	0.182510293325188	0.790075256998843		
581	BAX	-0.22414592358618	0.0319131270376658	0.60764663590756		
582	BBS1	0.0558899722656556	0.241181704064708	0.830630465483552		
583	BBS2	-0.0321254897258541	0.750679340382827	0.966927302575601		
585	BBS4	0.0298324936511527	0.814541627898907	0.979643476111129		
586	BCAT1	-0.168834316373596	0.244995004869247	0.831474044159069		
587	BCAT2	0.137839511637987	0.0530207624406147	0.655747968723975		
590	BCHE	0.0932814709058333	0.160717125281056	0.783458029667114		
593	BCKDHA	0.00444326620457268	0.953089487439329	0.996342051503294		
594	BCKDHB	0.0332070397674332	0.517736312272543	0.925761521384089		
595	CCND1	0.204360048871451	0.0381753901688685	0.622194306711951		
596	BCL2	-0.344454383327771	0.0365029450556577	0.621272405059777		
597	BCL2A1	0.208365020597251	0.0476227041781838	0.649520770874673		
598	BCL2L1	-0.116304060781657	0.451046188073582	0.911278786609841		
599	BCL2L2	-0.00707024327369362	0.87758978723559	0.984766806794241		
602	BCL3	-0.0571791079968733	0.663747577305343	0.946283566948093		
604	BCL6	0.0934775769739271	0.498249235557606	0.92100387459361		
605	BCL7A	-0.0413748684478179	0.766184691372323	0.969745704065503		
607	BCL9	-0.0114216877049362	0.902532342410203	0.989505668299724		
608	TNFRSF17	0.00708093569858655	0.938911064028359	0.99417043568297		
610	HCN2	-0.0821170131955243	0.423654105184844	0.900496307505992		
611	OPN1SW	0.0663653877440807	0.485776093494911	0.918557745587947		
613	BCR	-0.325397946510251	0.0744765402757931	0.681791251736922		
617	BCS1L	0.168151891063429	0.0779810630004431	0.690301116584452		
622	BDH1	-0.0318045261551228	0.53397262993261	0.928374551013441		
623	BDKRB1	0.0559022312127325	0.665054693459774	0.946789015366539		
624	BDKRB2	-0.00570209016357622	0.947716007199322	0.996342051503294		
627	BDNF	0.0635071001754242	0.178526997744017	0.789574903999118		
629	CFB	0.0680441702331338	0.543299850129868	0.928374551013441		
631	BFSP1	0.0628992258284862	0.636217149912712	0.940780661659791		
632	BGLAP	-0.0229122242697033	0.842194381495819	0.981362988133405		
633	BGN	-0.191532810493064	0.0142122307335479	0.531721408496707		
634	CEACAM1	0.0182170502298039	0.694687570057595	0.95740530566508		
636	BICD1	0.0296457818669305	0.59726388109613	0.933498261778842		
637	BID	-0.108767914674018	0.422703614046706	0.90005066049941		
638	BIK	-0.00937423735789317	0.947683325363599	0.996342051503294		
639	PRDM1	0.0200104746748266	0.894090874968106	0.988473053065965		
640	BLK	-0.0360103137492858	0.802075893279792	0.977928848326711		
642	BLMH	0.109452911869777	0.199094625245338	0.803029526249677		
643	CXCR5	-0.161805035923018	0.00506553442211497	0.441611182294226		
644	BLVRA	0.0624070961530597	0.130573614259685	0.758418508692887		
645	BLVRB	-0.082632087142399	0.316823478985695	0.864865878417408		
646	BNC1	0.0520378290092991	0.243450025580263	0.831474044159069		
648	BMI1	0.0755312245061995	0.0264991928301814	0.589128856667438		
649	BMP1	-0.102686933394099	0.252866039024412	0.835973367810124		
650	BMP2	0.034229437382434	0.548315732587093	0.928374551013441		
651	BMP3	-0.0472140111188758	0.373676867772417	0.884998641754011		
652	BMP4	0.0445927072315434	0.512767126650046	0.924713488682073		
653	BMP5	4.41607004134489e-05	0.999214924330082	0.999840118555752		
654	BMP6	-0.0690729110935293	0.578470858098219	0.930405059422556		
655	BMP7	0.0223468263808447	0.879372108976185	0.985105419820458		
656	BMP8B	-0.258339469175567	0.0441583625277458	0.638548663780826		
657	BMPR1A	-0.0140794642943045	0.939820122924944	0.99422915603579		
658	BMPR1B	-0.0450100683656829	0.397980884203073	0.894164747193662		
659	BMPR2	-0.0375319734875444	0.674536823019	0.949775863146771		
660	BMX	-0.0338353152179033	0.554063233380085	0.929561934857979		
661	POLR3D	-0.0360089071328099	0.59060449192188	0.93306857459428		
662	BNIP1	-0.0401212969348318	0.560858275906654	0.929819066303322		
663	BNIP2	0.0988753001217374	0.0108388670342501	0.49408593546979		
